DATE_ID,FULL_DATE,DAY_VALUE,WEEKDAY_NAME,IS_WEEKDAY,MONTH_VALUE,MONTH_NAME,FIRST_DAY_OF_MONTH,LAST_DAY_OF_MONTH,QUARTER_VALUE,FIRST_DAY_OF_QUARTER,LAST_DAY_OF_QUARTER,FIRST_DAY_OF_YEAR,LAST_DAY_OF_YEAR
20190916,2019-09-16,16,Monday,1,9,September,20190901,20190930,3,20190701,20190930,20190101,20191231
20190917,2019-09-17,17,Tuesday,1,9,September,20190901,20190930,3,20190701,20190930,20190101,20191231
20190918,2019-09-18,18,Wednesday,1,9,September,20190901,20190930,3,20190701,20190930,20190101,20191231
20190919,2019-09-19,19,Thursday,1,9,September,20190901,20190930,3,20190701,20190930,20190101,20191231
20190920,2019-09-20,20,Friday,1,9,September,20190901,20190930,3,20190701,20190930,20190101,20191231
20190921,2019-09-21,21,Saturday,0,9,September,20190901,20190930,3,20190701,20190930,20190101,20191231
20190922,2019-09-22,22,Sunday,0,9,September,20190901,20190930,3,20190701,20190930,20190101,20191231
20190923,2019-09-23,23,Monday,1,9,September,20190901,20190930,3,20190701,20190930,20190101,20191231
20190924,2019-09-24,24,Tuesday,1,9,September,20190901,20190930,3,20190701,20190930,20190101,20191231
20190925,2019-09-25,25,Wednesday,1,9,September,20190901,20190930,3,20190701,20190930,20190101,20191231
20190926,2019-09-26,26,Thursday,1,9,September,20190901,20190930,3,20190701,20190930,20190101,20191231
20190927,2019-09-27,27,Friday,1,9,September,20190901,20190930,3,20190701,20190930,20190101,20191231
20190928,2019-09-28,28,Saturday,0,9,September,20190901,20190930,3,20190701,20190930,20190101,20191231
20190929,2019-09-29,29,Sunday,0,9,September,20190901,20190930,3,20190701,20190930,20190101,20191231
20190930,2019-09-30,30,Monday,1,9,September,20190901,20190930,3,20190701,20190930,20190101,20191231
20191001,2019-10-01,1,Tuesday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191002,2019-10-02,2,Wednesday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191003,2019-10-03,3,Thursday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191004,2019-10-04,4,Friday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191005,2019-10-05,5,Saturday,0,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191006,2019-10-06,6,Sunday,0,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191007,2019-10-07,7,Monday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191008,2019-10-08,8,Tuesday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191009,2019-10-09,9,Wednesday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191010,2019-10-10,10,Thursday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191011,2019-10-11,11,Friday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191012,2019-10-12,12,Saturday,0,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191013,2019-10-13,13,Sunday,0,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191014,2019-10-14,14,Monday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191015,2019-10-15,15,Tuesday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191016,2019-10-16,16,Wednesday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191017,2019-10-17,17,Thursday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191018,2019-10-18,18,Friday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191019,2019-10-19,19,Saturday,0,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191020,2019-10-20,20,Sunday,0,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191021,2019-10-21,21,Monday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191022,2019-10-22,22,Tuesday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191023,2019-10-23,23,Wednesday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191024,2019-10-24,24,Thursday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191025,2019-10-25,25,Friday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191026,2019-10-26,26,Saturday,0,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191027,2019-10-27,27,Sunday,0,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191028,2019-10-28,28,Monday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191029,2019-10-29,29,Tuesday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191030,2019-10-30,30,Wednesday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191031,2019-10-31,31,Thursday,1,10,October,20191001,20191031,4,20191001,20191231,20190101,20191231
20191101,2019-11-01,1,Friday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191102,2019-11-02,2,Saturday,0,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191103,2019-11-03,3,Sunday,0,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191104,2019-11-04,4,Monday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191105,2019-11-05,5,Tuesday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191106,2019-11-06,6,Wednesday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191107,2019-11-07,7,Thursday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191108,2019-11-08,8,Friday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191109,2019-11-09,9,Saturday,0,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191110,2019-11-10,10,Sunday,0,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191111,2019-11-11,11,Monday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191112,2019-11-12,12,Tuesday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191113,2019-11-13,13,Wednesday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191114,2019-11-14,14,Thursday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191115,2019-11-15,15,Friday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191116,2019-11-16,16,Saturday,0,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191117,2019-11-17,17,Sunday,0,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191118,2019-11-18,18,Monday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191119,2019-11-19,19,Tuesday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191120,2019-11-20,20,Wednesday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191121,2019-11-21,21,Thursday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191122,2019-11-22,22,Friday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191123,2019-11-23,23,Saturday,0,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191124,2019-11-24,24,Sunday,0,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191125,2019-11-25,25,Monday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191126,2019-11-26,26,Tuesday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191127,2019-11-27,27,Wednesday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191128,2019-11-28,28,Thursday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191129,2019-11-29,29,Friday,1,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191130,2019-11-30,30,Saturday,0,11,November,20191101,20191130,4,20191001,20191231,20190101,20191231
20191201,2019-12-01,1,Sunday,0,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191202,2019-12-02,2,Monday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191203,2019-12-03,3,Tuesday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191204,2019-12-04,4,Wednesday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191205,2019-12-05,5,Thursday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191206,2019-12-06,6,Friday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191207,2019-12-07,7,Saturday,0,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191208,2019-12-08,8,Sunday,0,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191209,2019-12-09,9,Monday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191210,2019-12-10,10,Tuesday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191211,2019-12-11,11,Wednesday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191212,2019-12-12,12,Thursday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191213,2019-12-13,13,Friday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191214,2019-12-14,14,Saturday,0,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191215,2019-12-15,15,Sunday,0,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191216,2019-12-16,16,Monday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191217,2019-12-17,17,Tuesday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191218,2019-12-18,18,Wednesday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191219,2019-12-19,19,Thursday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191220,2019-12-20,20,Friday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191221,2019-12-21,21,Saturday,0,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191222,2019-12-22,22,Sunday,0,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191223,2019-12-23,23,Monday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191224,2019-12-24,24,Tuesday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191225,2019-12-25,25,Wednesday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191226,2019-12-26,26,Thursday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191227,2019-12-27,27,Friday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191228,2019-12-28,28,Saturday,0,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191229,2019-12-29,29,Sunday,0,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191230,2019-12-30,30,Monday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
20191231,2019-12-31,31,Tuesday,1,12,December,20191201,20191231,4,20191001,20191231,20190101,20191231
